,"b","a","Z","Y","X","W","V","U","T","S","R","Q","P","O","N","M","L","K","B","}","D","k","0","l","1","m","2","n","3","o","4","C","6","q","p","5","A","{","z","y",">","x","=","w","<","v",";","u","t","9","s","8","r","7","!",".","i","E","(","c","F",")","d","*","e","+","f",",","g","-","h","/","j","G","H","I","J",
601,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,686,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
604,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
645,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
648,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
647,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
646,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
643,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
644,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
642,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
641,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
628,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
639,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
634,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
633,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
637,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
629,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
635,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
627,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
632,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
630,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
631,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
638,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
733,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
607,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
596,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,671,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,670,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
599,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
600,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,693,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,650,,652,,658,,653,701,698,705,703,
715,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,,,,,731,,739,,737,,733,,735,,740,,,732,,,,,,,,,,,,,,738,,734,,736,,765,,,,,,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
624,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
625,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
626,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
602,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
608,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
609,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
616,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
620,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
611,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
618,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
613,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
612,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
614,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
617,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
621,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
615,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,659,,653,701,698,705,703,
622,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
619,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
610,651,665,717,720,718,719,697,695,706,696,708,709,707,702,699,710,704,700,713,,716,655,730,668,726,673,723,692,727,685,724,715,722,691,690,721,711,,677,676,,674,,689,,679,,675,682,729,680,728,678,725,,,656,714,,660,712,,654,,661,,649,,652,,658,,653,701,698,705,703,
776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,601,604,645,648,647,646,643,644,642,641,628,639,634,633,637,629,635,627,624,779,626,602,731,608,739,609,737,616,733,620,735,625,740,618,611,732,623,776,610,619,774,622,763,615,770,621,775,617,614,738,612,734,613,736,764,,600,640,778,599,636,780,603,766,597,769,596,777,605,767,606,771,607,638,631,630,632,
